Country,Year,Variable,Unit,Value
Mexico,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.052373229
Mexico,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.901867845
Mexico,2012,Fossil Fuel Consumption,Exajoules,7.558090729
Mexico,2012,Primary Energy Consumption per Capita,Gigajoules per capita,69.65922945
Mexico,2012,Carbon Intensity,tonne CO2-eq per Megajoule,70.30132322
Mexico,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,566.8724297
Mexico,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.061161202
Mexico,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.535771404
Mexico,2017,Fossil Fuel Consumption,Exajoules,7.659414052
Mexico,2017,Primary Energy Consumption per Capita,Gigajoules per capita,67.28273402
Mexico,2017,Carbon Intensity,tonne CO2-eq per Megajoule,68.88957298
Mexico,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,569.3696425
Mexico,2022,Other non-Renewable,Share of Generation Mix,0
Mexico,2022,Other Renewables,Share of Generation Mix,0.019434083
Mexico,2022,Nuclear,Share of Generation Mix,0.031845975
Mexico,2022,Solar,Share of Generation Mix,0.056572044
Mexico,2022,Wind,Share of Generation Mix,0.059634885
Mexico,2022,Coal ,Share of Generation Mix,0.064207551
Mexico,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.089555699
Mexico,2022,Oil,Share of Generation Mix,0.100494107
Mexico,2022,Hydro,Share of Generation Mix,0.104839386
Mexico,2022,Gas,Share of Generation Mix,0.562971969
Mexico,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.685831357
Mexico,2022,Fossil Fuel Consumption,Exajoules,7.846363272
Mexico,2022,Carbon Intensity,tonne CO2-eq per Megajoule,66.18447495
Mexico,2022,Primary Energy Consumption per Capita,Gigajoules per capita,68.43306487
Mexico,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,577.4925076
Morocco,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.043592457
Morocco,1990,Fossil Fuel Consumption,Exajoules,0.284933638
Morocco,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.709227851
Morocco,1990,Primary Energy Consumption per Capita,Gigajoules per capita,12.12498431
Morocco,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,23.17734888
Morocco,1990,Carbon Intensity,tonne CO2-eq per Megajoule,77.79703193
Morocco,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.018940094
Morocco,2008,Fossil Fuel Consumption,Exajoules,0.636188793
Morocco,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.125044963
Morocco,2008,Primary Energy Consumption per Capita,Gigajoules per capita,20.4985319
Morocco,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,54.24185878
Morocco,2008,Carbon Intensity,tonne CO2-eq per Megajoule,83.64578794
Morocco,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.031035636
Morocco,2012,Fossil Fuel Consumption,Exajoules,0.727031903
Morocco,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.081873689
Morocco,2012,Primary Energy Consumption per Capita,Gigajoules per capita,22.49684318
Morocco,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,60.01166841
Morocco,2012,Carbon Intensity,tonne CO2-eq per Megajoule,79.98159069
Morocco,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.052757947
Morocco,2017,Fossil Fuel Consumption,Exajoules,0.797277172
Morocco,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.954404353
Morocco,2017,Primary Energy Consumption per Capita,Gigajoules per capita,23.69060728
Morocco,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,65.34205159
Morocco,2017,Carbon Intensity,tonne CO2-eq per Megajoule,77.63264924
Morocco,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.072634639
Morocco,2022,Fossil Fuel Consumption,Exajoules,0.857259198
Morocco,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.0306989
Morocco,2022,Primary Energy Consumption per Capita,Gigajoules per capita,24.678402
Morocco,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,71.69196209
Morocco,2022,Carbon Intensity,tonne CO2-eq per Megajoule,77.55488941
Netherlands,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.00280621
Netherlands,1990,Fossil Fuel Consumption,Exajoules,3.233671319
Netherlands,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,6.333067892
Netherlands,1990,Carbon Intensity,tonne CO2-eq per Megajoule,58.77138673
Netherlands,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,192.6905133
Netherlands,1990,Primary Energy Consumption per Capita,Gigajoules per capita,219.3873646
Netherlands,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.02913216
Netherlands,2008,Fossil Fuel Consumption,Exajoules,3.784555379
Netherlands,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.684762621
Netherlands,2008,Carbon Intensity,tonne CO2-eq per Megajoule,57.85335128
Netherlands,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,227.9306121
Netherlands,2008,Primary Energy Consumption per Capita,Gigajoules per capita,239.3447957
Netherlands,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.037893714
Netherlands,2012,Fossil Fuel Consumption,Exajoules,3.757964812
Netherlands,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.783166252
Netherlands,2012,Carbon Intensity,tonne CO2-eq per Megajoule,54.84557901
Netherlands,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,216.3393697
Netherlands,2012,Primary Energy Consumption per Capita,Gigajoules per capita,234.9983714
Netherlands,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.05011487
Netherlands,2017,Fossil Fuel Consumption,Exajoules,3.563995486
Netherlands,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.221588696
Netherlands,2017,Carbon Intensity,tonne CO2-eq per Megajoule,54.16632219
Netherlands,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,205.0173122
Netherlands,2017,Primary Energy Consumption per Capita,Gigajoules per capita,219.9637073
Netherlands,2022,Hydro,Share of Generation Mix,0.000410381
Netherlands,2022,Oil,Share of Generation Mix,0.013275425
Netherlands,2022,Other non-Renewable,Share of Generation Mix,0.022026535
Netherlands,2022,Nuclear,Share of Generation Mix,0.034072418
Netherlands,2022,Other Renewables,Share of Generation Mix,0.077890559
Netherlands,2022,Coal ,Share of Generation Mix,0.142155507
Netherlands,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.143779219
Netherlands,2022,Solar,Share of Generation Mix,0.144840157
Netherlands,2022,Wind,Share of Generation Mix,0.173324489
Netherlands,2022,Gas,Share of Generation Mix,0.392004528
Netherlands,2022,Fossil Fuel Consumption,Exajoules,2.994389576
Netherlands,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.604586484
Netherlands,2022,Carbon Intensity,tonne CO2-eq per Megajoule,47.79902076
Netherlands,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,169.2541681
Netherlands,2022,Primary Energy Consumption per Capita,Gigajoules per capita,201.6028181
New Zealand,1990,Fossil Fuel Consumption,Exajoules,0.393122744
New Zealand,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.414269187
New Zealand,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,7.987030211
New Zealand,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,26.70320811
New Zealand,1990,Carbon Intensity,tonne CO2-eq per Megajoule,39.78628059
New Zealand,1990,Primary Energy Consumption per Capita,Gigajoules per capita,197.5536012
New Zealand,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.344908025
New Zealand,2008,Fossil Fuel Consumption,Exajoules,0.542646617
New Zealand,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,5.709864916
New Zealand,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,39.26460779
New Zealand,2008,Carbon Intensity,tonne CO2-eq per Megajoule,47.4008842
New Zealand,2008,Primary Energy Consumption per Capita,Gigajoules per capita,194.4378709
New Zealand,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.369639431
New Zealand,2012,Fossil Fuel Consumption,Exajoules,0.539740106
New Zealand,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,5.517129378
New Zealand,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,37.43970162
New Zealand,2012,Carbon Intensity,tonne CO2-eq per Megajoule,43.7256957
New Zealand,2012,Primary Energy Consumption per Capita,Gigajoules per capita,194.1462892
New Zealand,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.370333405
New Zealand,2017,Fossil Fuel Consumption,Exajoules,0.588995751
New Zealand,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,5.061394233
New Zealand,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,38.35187811
New Zealand,2017,Carbon Intensity,tonne CO2-eq per Megajoule,41.00012008
New Zealand,2017,Primary Energy Consumption per Capita,Gigajoules per capita,197.0837034
New Zealand,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.430695994
New Zealand,2022,Fossil Fuel Consumption,Exajoules,0.477579552
New Zealand,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.926642417
New Zealand,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,31.62783488
New Zealand,2022,Carbon Intensity,tonne CO2-eq per Megajoule,37.70231167
New Zealand,2022,Primary Energy Consumption per Capita,Gigajoules per capita,161.7814043
North Macedonia,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.048951545
North Macedonia,1990,Fossil Fuel Consumption,Exajoules,0.101547673
North Macedonia,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,5.111829142
North Macedonia,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,9.104243087
North Macedonia,1990,Primary Energy Consumption per Capita,Gigajoules per capita,52.23354151
North Macedonia,1990,Carbon Intensity,tonne CO2-eq per Megajoule,85.2661222
North Macedonia,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.074381291
North Macedonia,2008,Fossil Fuel Consumption,Exajoules,0.106404936
North Macedonia,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.64538631
North Macedonia,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,9.803879261
North Macedonia,2008,Primary Energy Consumption per Capita,Gigajoules per capita,55.10209238
North Macedonia,2008,Carbon Intensity,tonne CO2-eq per Megajoule,85.28414538
North Macedonia,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.090579192
North Macedonia,2012,Fossil Fuel Consumption,Exajoules,0.103544517
North Macedonia,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.385389617
North Macedonia,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,9.352941677
North Macedonia,2012,Primary Energy Consumption per Capita,Gigajoules per capita,54.2314096
North Macedonia,2012,Carbon Intensity,tonne CO2-eq per Megajoule,82.14592137
North Macedonia,2017,Fossil Fuel Consumption,Exajoules,0.093433393
North Macedonia,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.118172348
North Macedonia,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.543724893
North Macedonia,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,7.780073687
North Macedonia,2017,Primary Energy Consumption per Capita,Gigajoules per capita,50.1682336
North Macedonia,2017,Carbon Intensity,tonne CO2-eq per Megajoule,73.42860961
North Macedonia,2022,Fossil Fuel Consumption,Exajoules,0.090207742
North Macedonia,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.137390719
North Macedonia,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.282399299
North Macedonia,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,7.351954643
North Macedonia,2022,Primary Energy Consumption per Capita,Gigajoules per capita,49.95010329
North Macedonia,2022,Carbon Intensity,tonne CO2-eq per Megajoule,70.30288278
Norway,1990,Fossil Fuel Consumption,Exajoules,0.491375864
Norway,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.72447734
Norway,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,10.46559186
Norway,1990,Carbon Intensity,tonne CO2-eq per Megajoule,17.40561162
Norway,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,31.04172068
Norway,1990,Primary Energy Consumption per Capita,Gigajoules per capita,420.4584662
Norway,2008,Fossil Fuel Consumption,Exajoules,0.608524512
Norway,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.700570688
Norway,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,7.03409797
Norway,2008,Carbon Intensity,tonne CO2-eq per Megajoule,19.05304335
Norway,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,38.72113864
Norway,2008,Primary Energy Consumption per Capita,Gigajoules per capita,426.1749824
Norway,2012,Fossil Fuel Consumption,Exajoules,0.59952317
Norway,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.70370103
Norway,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,6.822156367
Norway,2012,Carbon Intensity,tonne CO2-eq per Megajoule,19.55967262
Norway,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,39.57650254
Norway,2012,Primary Energy Consumption per Capita,Gigajoules per capita,403.1380486
Norway,2017,Fossil Fuel Consumption,Exajoules,0.597321309
Norway,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.703117655
Norway,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,6.197032159
Norway,2017,Carbon Intensity,tonne CO2-eq per Megajoule,18.45268762
Norway,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,37.12643653
Norway,2017,Primary Energy Consumption per Capita,Gigajoules per capita,381.2451105
Norway,2022,Fossil Fuel Consumption,Exajoules,0.537988952
Norway,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.716283897
Norway,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,5.410819649
Norway,2022,Carbon Intensity,tonne CO2-eq per Megajoule,17.85382987
Norway,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,33.85483977
Norway,2022,Primary Energy Consumption per Capita,Gigajoules per capita,348.9347659
Oman,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0
Oman,1990,Fossil Fuel Consumption,Exajoules,0.16768055
Oman,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.984084525
Oman,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,18.92344574
Oman,1990,Primary Energy Consumption per Capita,Gigajoules per capita,92.92231658
Oman,1990,Carbon Intensity,tonne CO2-eq per Megajoule,112.8541485
Oman,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0
Oman,2008,Fossil Fuel Consumption,Exajoules,0.722823957
Oman,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,6.442028631
Oman,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,57.97064673
Oman,2008,Carbon Intensity,tonne CO2-eq per Megajoule,80.20022875
Oman,2008,Primary Energy Consumption per Capita,Gigajoules per capita,272.6579868
Oman,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0
Oman,2012,Fossil Fuel Consumption,Exajoules,1.019890448
Oman,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,7.471938375
Oman,2012,Carbon Intensity,tonne CO2-eq per Megajoule,75.18955546
Oman,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,76.68510937
Oman,2012,Primary Energy Consumption per Capita,Gigajoules per capita,288.464983
Oman,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.000117182
Oman,2017,Fossil Fuel Consumption,Exajoules,1.272010775
Oman,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,7.902335492
Oman,2017,Carbon Intensity,tonne CO2-eq per Megajoule,75.41278674
Oman,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,95.93711946
Oman,2017,Primary Energy Consumption per Capita,Gigajoules per capita,280.0970374
Oman,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.009932812
Oman,2022,Fossil Fuel Consumption,Exajoules,1.480250406
Oman,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,8.939184546
Oman,2022,Carbon Intensity,tonne CO2-eq per Megajoule,71.4608303
Oman,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,106.8411562
Oman,2022,Primary Energy Consumption per Capita,Gigajoules per capita,326.7053333
Pakistan,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.165373757
Pakistan,1990,Fossil Fuel Consumption,Exajoules,0.913627068
Pakistan,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.045624527
Pakistan,1990,Primary Energy Consumption per Capita,Gigajoules per capita,9.529103646
Pakistan,1990,Carbon Intensity,tonne CO2-eq per Megajoule,60.31989961
Pakistan,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,66.33938077
Pakistan,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.105534348
Pakistan,2008,Fossil Fuel Consumption,Exajoules,2.327251799
Pakistan,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.395582454
Pakistan,2008,Primary Energy Consumption per Capita,Gigajoules per capita,14.09544363
Pakistan,2008,Carbon Intensity,tonne CO2-eq per Megajoule,64.16121826
Pakistan,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,168.1532967
Pakistan,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.04317788
Pakistan,2012,Fossil Fuel Consumption,Exajoules,2.343573607
Pakistan,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.887186653
Pakistan,2012,Primary Energy Consumption per Capita,Gigajoules per capita,12.24598421
Pakistan,2012,Carbon Intensity,tonne CO2-eq per Megajoule,68.11072796
Pakistan,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,168.6564507
Pakistan,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.095918617
Pakistan,2017,Fossil Fuel Consumption,Exajoules,2.988036521
Pakistan,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.131673225
Pakistan,2017,Primary Energy Consumption per Capita,Gigajoules per capita,15.65578594
Pakistan,2017,Carbon Intensity,tonne CO2-eq per Megajoule,63.46644706
Pakistan,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,214.9985274
Pakistan,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.108611092
Pakistan,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.741449235
Pakistan,2022,Fossil Fuel Consumption,Exajoules,3.010067557
Pakistan,2022,Primary Energy Consumption per Capita,Gigajoules per capita,15.27391212
Pakistan,2022,Carbon Intensity,tonne CO2-eq per Megajoule,65.80514223
Pakistan,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,237.0280309
Peru,1990,Fossil Fuel Consumption,Exajoules,0.272254011
Peru,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.293325986
Peru,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.435607195
Peru,1990,Primary Energy Consumption per Capita,Gigajoules per capita,17.42545554
Peru,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,22.17312791
Peru,1990,Carbon Intensity,tonne CO2-eq per Megajoule,57.55350766
Peru,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.28833764
Peru,2008,Fossil Fuel Consumption,Exajoules,0.498675199
Peru,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.717887954
Peru,2008,Primary Energy Consumption per Capita,Gigajoules per capita,24.32529007
Peru,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,38.84980763
Peru,2008,Carbon Intensity,tonne CO2-eq per Megajoule,55.44279289
Peru,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.259053512
Peru,2012,Fossil Fuel Consumption,Exajoules,0.684791198
Peru,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.898328352
Peru,2012,Primary Energy Consumption per Capita,Gigajoules per capita,31.0663589
Peru,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,51.97924933
Peru,2012,Carbon Intensity,tonne CO2-eq per Megajoule,56.24173086
Peru,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.288025025
Peru,2017,Fossil Fuel Consumption,Exajoules,0.778135263
Peru,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.874654669
Peru,2017,Primary Energy Consumption per Capita,Gigajoules per capita,34.58023142
Peru,2017,Carbon Intensity,tonne CO2-eq per Megajoule,53.64325549
Peru,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,58.62805608
Peru,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.276132714
Peru,2022,Fossil Fuel Consumption,Exajoules,0.87270736
Peru,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.869050823
Peru,2022,Primary Energy Consumption per Capita,Gigajoules per capita,35.40770903
Peru,2022,Carbon Intensity,tonne CO2-eq per Megajoule,53.04198341
Peru,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,63.94836489
Philippines,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.185562946
Philippines,1990,Fossil Fuel Consumption,Exajoules,0.54997246
Philippines,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.61644133
Philippines,1990,Primary Energy Consumption per Capita,Gigajoules per capita,10.96964521
Philippines,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,43.96066819
Philippines,1990,Carbon Intensity,tonne CO2-eq per Megajoule,65.09998173
Philippines,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.176399553
Philippines,2008,Fossil Fuel Consumption,Exajoules,0.970654554
Philippines,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.341877924
Philippines,2008,Primary Energy Consumption per Capita,Gigajoules per capita,12.91529051
Philippines,2008,Carbon Intensity,tonne CO2-eq per Megajoule,68.07157631
Philippines,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,80.22577666
Philippines,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.164182481
Philippines,2012,Fossil Fuel Consumption,Exajoules,1.082071633
Philippines,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.127993299
Philippines,2012,Primary Energy Consumption per Capita,Gigajoules per capita,13.20612108
Philippines,2012,Carbon Intensity,tonne CO2-eq per Megajoule,71.02502569
Philippines,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,91.95089091
Philippines,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.12526378
Philippines,2017,Fossil Fuel Consumption,Exajoules,1.677226222
Philippines,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.278330657
Philippines,2017,Primary Energy Consumption per Capita,Gigajoules per capita,17.96360225
Philippines,2017,Carbon Intensity,tonne CO2-eq per Megajoule,73.48190761
Philippines,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,140.8947971
Philippines,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.125118215
Philippines,2022,Fossil Fuel Consumption,Exajoules,1.844115818
Philippines,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.169261184
Philippines,2022,Primary Energy Consumption per Capita,Gigajoules per capita,18.24042738
Philippines,2022,Carbon Intensity,tonne CO2-eq per Megajoule,74.21382151
Philippines,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,156.4312854
Poland,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.003606972
Poland,1990,Fossil Fuel Consumption,Exajoules,4.341470789
Poland,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,10.47187611
Poland,1990,Carbon Intensity,tonne CO2-eq per Megajoule,87.16168844
Poland,1990,Primary Energy Consumption per Capita,Gigajoules per capita,114.4692583
Poland,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,379.7797791
Poland,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.022076115
Poland,2008,Fossil Fuel Consumption,Exajoules,3.989854068
Poland,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.925670966
Poland,2008,Carbon Intensity,tonne CO2-eq per Megajoule,80.27381096
Poland,2008,Primary Energy Consumption per Capita,Gigajoules per capita,105.9090781
Poland,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,327.510961
Poland,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.052285081
Poland,2012,Fossil Fuel Consumption,Exajoules,3.8868333
Poland,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.360984252
Poland,2012,Carbon Intensity,tonne CO2-eq per Megajoule,77.02247842
Poland,2012,Primary Energy Consumption per Capita,Gigajoules per capita,106.1793049
Poland,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,315.8898608
Poland,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.061909962
Poland,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.937163659
Poland,2017,Fossil Fuel Consumption,Exajoules,4.072476472
Poland,2017,Carbon Intensity,tonne CO2-eq per Megajoule,74.62361149
Poland,2017,Primary Energy Consumption per Capita,Gigajoules per capita,112.6635305
Poland,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,323.9592041
Poland,2022,Nuclear,Share of Generation Mix,0
Poland,2022,Other non-Renewable,Share of Generation Mix,0.009555877
Poland,2022,Oil,Share of Generation Mix,0.009664074
Poland,2022,Hydro,Share of Generation Mix,0.010987232
Poland,2022,Other Renewables,Share of Generation Mix,0.039940374
Poland,2022,Solar,Share of Generation Mix,0.045422824
Poland,2022,Gas,Share of Generation Mix,0.064706309
Poland,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.09370145
Poland,2022,Wind,Share of Generation Mix,0.108543578
Poland,2022,Coal ,Share of Generation Mix,0.711179732
Poland,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.219232644
Poland,2022,Fossil Fuel Consumption,Exajoules,3.909734294
