Country,Year,Variable,Unit,Value
Poland,2022,Carbon Intensity,tonne CO2-eq per Megajoule,70.70933347
Poland,2022,Primary Energy Consumption per Capita,Gigajoules per capita,108.2355084
Poland,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,305.0371273
Portugal,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.147587137
Portugal,1990,Fossil Fuel Consumption,Exajoules,0.60902445
Portugal,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.186644651
Portugal,1990,Primary Energy Consumption per Capita,Gigajoules per capita,71.39467454
Portugal,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.151467843
Portugal,2008,Fossil Fuel Consumption,Exajoules,0.875934227
Portugal,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.174259087
Portugal,2008,Primary Energy Consumption per Capita,Gigajoules per capita,97.56142134
Portugal,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.217015446
Portugal,2012,Fossil Fuel Consumption,Exajoules,0.749161952
Portugal,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.164990761
Portugal,2012,Primary Energy Consumption per Capita,Gigajoules per capita,90.93282231
Portugal,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.214418053
Portugal,2017,Fossil Fuel Consumption,Exajoules,0.853739336
Portugal,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.349027356
Portugal,2017,Primary Energy Consumption per Capita,Gigajoules per capita,105.4336375
Portugal,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.28967488
Portugal,2022,Fossil Fuel Consumption,Exajoules,0.659087598
Portugal,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.623151677
Portugal,2022,Primary Energy Consumption per Capita,Gigajoules per capita,90.33976269
Qatar,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0
Qatar,1990,Fossil Fuel Consumption,Exajoules,0.283815582
Qatar,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,10.89601637
Qatar,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,15.39251453
Qatar,1990,Carbon Intensity,tonne CO2-eq per Megajoule,54.23421238
Qatar,1990,Primary Energy Consumption per Capita,Gigajoules per capita,642.5891925
Qatar,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0
Qatar,2008,Fossil Fuel Consumption,Exajoules,1.019094114
Qatar,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,7.911097369
Qatar,2008,Carbon Intensity,tonne CO2-eq per Megajoule,72.43719343
Qatar,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,73.82031748
Qatar,2008,Primary Energy Consumption per Capita,Gigajoules per capita,705.6084908
Qatar,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,7.55706E-05
Qatar,2012,Fossil Fuel Consumption,Exajoules,1.593666942
Qatar,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,7.782343569
Qatar,2012,Carbon Intensity,tonne CO2-eq per Megajoule,70.23674229
Qatar,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,111.9424339
Qatar,2012,Primary Energy Consumption per Capita,Gigajoules per capita,836.3440413
Qatar,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.000773353
Qatar,2017,Fossil Fuel Consumption,Exajoules,2.018162633
Qatar,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,8.340585925
Qatar,2017,Carbon Intensity,tonne CO2-eq per Megajoule,69.32099288
Qatar,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,140.0093142
Qatar,2017,Primary Energy Consumption per Capita,Gigajoules per capita,744.8037667
Qatar,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.00286415
Qatar,2022,Fossil Fuel Consumption,Exajoules,1.879032239
Qatar,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,7.488851858
Qatar,2022,Carbon Intensity,tonne CO2-eq per Megajoule,71.44596502
Qatar,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,134.6348862
Qatar,2022,Primary Energy Consumption per Capita,Gigajoules per capita,699.2000839
Romania,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.045902444
Romania,1990,Fossil Fuel Consumption,Exajoules,2.525281501
Romania,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,9.45268632
Romania,1990,Carbon Intensity,tonne CO2-eq per Megajoule,75.60253948
Romania,1990,Primary Energy Consumption per Capita,Gigajoules per capita,115.9024268
Romania,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,200.1029069
Romania,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.109734297
Romania,2008,Fossil Fuel Consumption,Exajoules,1.341097641
Romania,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.972281182
Romania,2008,Carbon Intensity,tonne CO2-eq per Megajoule,65.95431198
Romania,2008,Primary Energy Consumption per Capita,Gigajoules per capita,79.0780159
Romania,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,107.4270472
Romania,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.10953417
Romania,2012,Fossil Fuel Consumption,Exajoules,1.151094491
Romania,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,3.554773381
Romania,2012,Carbon Intensity,tonne CO2-eq per Megajoule,64.88190038
Romania,2012,Primary Energy Consumption per Capita,Gigajoules per capita,70.25122758
Romania,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,91.78565138
Romania,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.175027879
Romania,2017,Fossil Fuel Consumption,Exajoules,1.049473626
Romania,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.933822264
Romania,2017,Carbon Intensity,tonne CO2-eq per Megajoule,59.09525512
Romania,2017,Primary Energy Consumption per Capita,Gigajoules per capita,71.08989303
Romania,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,82.75636606
Romania,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.181031921
Romania,2022,Fossil Fuel Consumption,Exajoules,0.963532568
Romania,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,2.32526149
Romania,2022,Carbon Intensity,tonne CO2-eq per Megajoule,58.21238318
Romania,2022,Primary Energy Consumption per Capita,Gigajoules per capita,66.04873573
Romania,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,75.58701752
Russian Federation,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.048983046
Russian Federation,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,12.01248411
Russian Federation,1990,Fossil Fuel Consumption,Exajoules,33.28846517
Russian Federation,1990,Carbon Intensity,tonne CO2-eq per Megajoule,75.07882773
Russian Federation,1990,Primary Energy Consumption per Capita,Gigajoules per capita,245.0849538
Russian Federation,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,2723.40723
Russian Federation,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.058674453
Russian Federation,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,8.433324592
Russian Federation,2008,Fossil Fuel Consumption,Exajoules,25.23772988
Russian Federation,2008,Carbon Intensity,tonne CO2-eq per Megajoule,72.19579766
Russian Federation,2008,Primary Energy Consumption per Capita,Gigajoules per capita,199.128804
Russian Federation,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,2057.049837
Russian Federation,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.05530657
Russian Federation,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,8.345880648
Russian Federation,2012,Fossil Fuel Consumption,Exajoules,25.96231751
Russian Federation,2012,Carbon Intensity,tonne CO2-eq per Megajoule,71.24033415
Russian Federation,2012,Primary Energy Consumption per Capita,Gigajoules per capita,203.7351069
Russian Federation,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,2084.659123
Russian Federation,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.061014484
Russian Federation,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,8.154372079
Russian Federation,2017,Fossil Fuel Consumption,Exajoules,25.6540574
Russian Federation,2017,Carbon Intensity,tonne CO2-eq per Megajoule,70.09572889
Russian Federation,2017,Primary Energy Consumption per Capita,Gigajoules per capita,201.5088767
Russian Federation,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,2054.504212
Russian Federation,2022,Other Renewables,Share of Generation Mix,0.000720455
Russian Federation,2022,Solar,Share of Generation Mix,0.002055504
Russian Federation,2022,Wind,Share of Generation Mix,0.003600071
Russian Federation,2022,Other non-Renewable,Share of Generation Mix,0.004510511
Russian Federation,2022,Oil,Share of Generation Mix,0.005700114
Russian Federation,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.067104358
Russian Federation,2022,Coal ,Share of Generation Mix,0.16479159
Russian Federation,2022,Hydro,Share of Generation Mix,0.169389476
Russian Federation,2022,Nuclear,Share of Generation Mix,0.191698117
Russian Federation,2022,Gas,Share of Generation Mix,0.457534163
Russian Federation,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,7.725345195
Russian Federation,2022,Fossil Fuel Consumption,Exajoules,24.93902425
Russian Federation,2022,Carbon Intensity,tonne CO2-eq per Megajoule,70.05366097
Russian Federation,2022,Primary Energy Consumption per Capita,Gigajoules per capita,199.653934
Russian Federation,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,2024.031175
Saudi Arabia,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0
Saudi Arabia,1990,Fossil Fuel Consumption,Exajoules,3.342013358
Saudi Arabia,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,4.503235101
Saudi Arabia,1990,Carbon Intensity,tonne CO2-eq per Megajoule,80.21373011
Saudi Arabia,1990,Primary Energy Consumption per Capita,Gigajoules per capita,208.8136867
Saudi Arabia,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,268.0753576
Saudi Arabia,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,8.04019E-07
Saudi Arabia,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,5.910671085
Saudi Arabia,2008,Fossil Fuel Consumption,Exajoules,7.662463709
Saudi Arabia,2008,Carbon Intensity,tonne CO2-eq per Megajoule,64.50082084
Saudi Arabia,2008,Primary Energy Consumption per Capita,Gigajoules per capita,279.2714687
Saudi Arabia,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,494.2355963
Saudi Arabia,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,2.58989E-05
Saudi Arabia,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,6.261030246
Saudi Arabia,2012,Fossil Fuel Consumption,Exajoules,9.770904832
Saudi Arabia,2012,Carbon Intensity,tonne CO2-eq per Megajoule,62.66240211
Saudi Arabia,2012,Primary Energy Consumption per Capita,Gigajoules per capita,317.0236446
Saudi Arabia,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,612.284225
Saudi Arabia,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,5.84262E-05
Saudi Arabia,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,6.405853206
Saudi Arabia,2017,Fossil Fuel Consumption,Exajoules,11.45388029
Saudi Arabia,2017,Carbon Intensity,tonne CO2-eq per Megajoule,64.12191128
Saudi Arabia,2017,Primary Energy Consumption per Capita,Gigajoules per capita,334.9957205
Saudi Arabia,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,734.4876094
Saudi Arabia,2022,Hydro,Share of Generation Mix,0
Saudi Arabia,2022,Other Renewables,Share of Generation Mix,0
Saudi Arabia,2022,Nuclear,Share of Generation Mix,0
Saudi Arabia,2022,Coal ,Share of Generation Mix,0
Saudi Arabia,2022,Other non-Renewable,Share of Generation Mix,0
Saudi Arabia,2022,Wind,Share of Generation Mix,1.414E-05
Saudi Arabia,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.000683388
Saudi Arabia,2022,Solar,Share of Generation Mix,0.002070183
Saudi Arabia,2022,Oil,Share of Generation Mix,0.327156781
Saudi Arabia,2022,Gas,Share of Generation Mix,0.670758895
Saudi Arabia,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,5.754993174
Saudi Arabia,2022,Fossil Fuel Consumption,Exajoules,11.48809373
Saudi Arabia,2022,Carbon Intensity,tonne CO2-eq per Megajoule,62.98031384
Saudi Arabia,2022,Primary Energy Consumption per Capita,Gigajoules per capita,315.7462923
Saudi Arabia,2022,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,724.0185339
Singapore,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.000993533
Singapore,1990,Fossil Fuel Consumption,Exajoules,0.982196133
Singapore,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,8.87209226
Singapore,1990,Primary Energy Consumption per Capita,Gigajoules per capita,325.3160016
Singapore,2008,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.002454976
Singapore,2008,Fossil Fuel Consumption,Exajoules,2.433527102
Singapore,2008,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,7.230220179
Singapore,2008,Primary Energy Consumption per Capita,Gigajoules per capita,504.1987116
Singapore,2012,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.00255092
Singapore,2012,Fossil Fuel Consumption,Exajoules,2.888215892
Singapore,2012,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,6.747101663
Singapore,2012,Primary Energy Consumption per Capita,Gigajoules per capita,538.1156273
Singapore,2017,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.002947703
Singapore,2017,Fossil Fuel Consumption,Exajoules,3.409904939
Singapore,2017,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,6.55358689
Singapore,2017,Primary Energy Consumption per Capita,Gigajoules per capita,593.2854115
Singapore,2022,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.005623604
Singapore,2022,Fossil Fuel Consumption,Exajoules,3.146366034
Singapore,2022,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,5.405326943
Singapore,2022,Primary Energy Consumption per Capita,Gigajoules per capita,529.5055592
Slovakia,1990,Primary Renewable Energy Consumption,Share of Total Primary Energy Consumption,0.022383958
Slovakia,1990,Fossil Fuel Consumption,Exajoules,0.751112224
Slovakia,1990,Economy-wide Primary Energy Intensity,Megajoules per $ GDP,11.05462135
Slovakia,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,56.80651156
Slovakia,1990,Carbon Intensity,tonne CO2-eq per Megajoule,63.53673458
Slovakia,1990,Primary Energy Consumption per Capita,Gigajoules per capita,169.9337929
